//Kalenderjahr;//AVArVWest;//AVArVOst
1999;27057.57;22762.71
2000;27487.05;22333.23
2001;27487.05;23192.2
2002;28140;23520
2003;28560;23940
2004;28980;24360
2005;28980;24360
2006;29400;24780
2007;29400;25200
2008;29820;25200
2009;30240;25620
2010;30660;26040
2011;30660;26880
2012;31500;26880
2013;32340;27300
2014;33180;28140
2015;34020;28980
2016;34020;28980
2017;34020;28980
